/Users/alexandru.dobinda/Desktop/SelfDrivingCar/data/IMG/center_2020_04_08_11_46_48_967.jpg, /Users/alexandru.dobinda/Desktop/SelfDrivingCar/data/IMG/left_2020_04_08_11_46_48_967.jpg, /Users/alexandru.dobinda/Desktop/SelfDrivingCar/data/IMG/right_2020_04_08_11_46_48_967.jpg, 0, 0, 0, 7.849989E-05
/Users/alexandru.dobinda/Desktop/SelfDrivingCar/data/IMG/center_2020_04_08_11_46_49_068.jpg, /Users/alexandru.dobinda/Desktop/SelfDrivingCar/data/IMG/left_2020_04_08_11_46_49_068.jpg, /Users/alexandru.dobinda/Desktop/SelfDrivingCar/data/IMG/right_2020_04_08_11_46_49_068.jpg, 0, 0, 0, 8.18909E-05
/Users/alexandru.dobinda/Desktop/SelfDrivingCar/data/IMG/center_2020_04_08_11_46_49_169.jpg, /Users/alexandru.dobinda/Desktop/SelfDrivingCar/data/IMG/left_2020_04_08_11_46_49_169.jpg, /Users/alexandru.dobinda/Desktop/SelfDrivingCar/data/IMG/right_2020_04_08_11_46_49_169.jpg, 0, 0, 0, 7.770239E-05
/Users/alexandru.dobinda/Desktop/SelfDrivingCar/data/IMG/center_2020_04_08_11_46_49_270.jpg, /Users/alexandru.dobinda/Desktop/SelfDrivingCar/data/IMG/left_2020_04_08_11_46_49_270.jpg, /Users/alexandru.dobinda/Desktop/SelfDrivingCar/data/IMG/right_2020_04_08_11_46_49_270.jpg, 0, 0, 0, 8.133538E-05
/Users/alexandru.dobinda/Desktop/SelfDrivingCar/data/IMG/center_2020_04_08_11_46_49_372.jpg, /Users/alexandru.dobinda/Desktop/SelfDrivingCar/data/IMG/left_2020_04_08_11_46_49_372.jpg, /Users/alexandru.dobinda/Desktop/SelfDrivingCar/data/IMG/right_2020_04_08_11_46_49_372.jpg, 0, 0, 0, 7.841436E-05
/Users/alexandru.dobinda/Desktop/SelfDrivingCar/data/IMG/center_2020_04_08_11_46_49_473.jpg, /Users/alexandru.dobinda/Desktop/SelfDrivingCar/data/IMG/left_2020_04_08_11_46_49_473.jpg, /Users/alexandru.dobinda/Desktop/SelfDrivingCar/data/IMG/right_2020_04_08_11_46_49_473.jpg, 0, 0, 0, 7.810867E-05
/Users/alexandru.dobinda/Desktop/SelfDrivingCar/data/IMG/center_2020_04_08_11_46_49_577.jpg, /Users/alexandru.dobinda/Desktop/SelfDrivingCar/data/IMG/left_2020_04_08_11_46_49_577.jpg, /Users/alexandru.dobinda/Desktop/SelfDrivingCar/data/IMG/right_2020_04_08_11_46_49_577.jpg, 0, 0, 0, 7.803158E-05
/Users/alexandru.dobinda/Desktop/SelfDrivingCar/data/IMG/center_2020_04_08_11_46_49_686.jpg, /Users/alexandru.dobinda/Desktop/SelfDrivingCar/data/IMG/left_2020_04_08_11_46_49_686.jpg, /Users/alexandru.dobinda/Desktop/SelfDrivingCar/data/IMG/right_2020_04_08_11_46_49_686.jpg, 0, 0, 0, 7.79366E-05
/Users/alexandru.dobinda/Desktop/SelfDrivingCar/data/IMG/center_2020_04_08_11_46_49_787.jpg, /Users/alexandru.dobinda/Desktop/SelfDrivingCar/data/IMG/left_2020_04_08_11_46_49_787.jpg, /Users/alexandru.dobinda/Desktop/SelfDrivingCar/data/IMG/right_2020_04_08_11_46_49_787.jpg, 0, 0, 0, 7.805468E-05
/Users/alexandru.dobinda/Desktop/SelfDrivingCar/data/IMG/center_2020_04_08_11_46_49_890.jpg, /Users/alexandru.dobinda/Desktop/SelfDrivingCar/data/IMG/left_2020_04_08_11_46_49_890.jpg, /Users/alexandru.dobinda/Desktop/SelfDrivingCar/data/IMG/right_2020_04_08_11_46_49_890.jpg, 0, 0, 0, 7.839142E-05
